Xres,Yres
0.0,46.959
1.0,56.764
2.0,66.568
3.0,74.58966666666667
4.0,81.31466666666667
5.0,87.4016
6.0,90.93528571428571
7.0,93.74814285714285
8.0,95.71725
9.0,97.15733333333334
10.0,98.43
11.0,98.86681818181819
12.0,99.30363636363637
13.0,99.44456521739131
14.0,99.51152173913044
15.0,99.4775
16.0,99.3425
17.0,99.17750000000001
18.0,98.9425
19.0,98.70086363636364
20.0,98.39949999999999
21.0,98.09813636363636
22.0,97.75668181818182
23.0,97.41077272727273
24.0,97.05181818181818
25.0,96.68727272727273
26.0,96.32190476190476
27.0,95.9557142857143
28.0,95.60000000000001
29.0,95.26
30.0,94.91627272727273
31.0,94.55763636363636
32.0,94.199
33.0,93.82519047619047
34.0,93.45138095238096
35.0,93.09286363636365
36.0,92.73604545454546
37.0,92.37572727272727
38.0,92.0139090909091
39.0,91.64890909090909
40.0,91.28072727272728
41.0,90.908
42.0,90.52466666666666
43.0,90.14772727272728
44.0,89.79636363636364
45.0,89.445
46.0,89.0845238095238
47.0,88.72404761904762
48.0,88.34559090909092
49.0,87.96513636363636
50.0,87.60249999999999
51.0,87.24749999999999
52.0,86.88333333333333
53.0,86.51
54.0,86.14254545454546
55.0,85.78390909090909
56.0,85.42881818181819
57.0,85.0879090909091
58.0,84.747
59.0,84.40381818181818
60.0,84.06063636363636
61.0,83.73927272727273
62.0,83.42336363636363
63.0,83.07757142857143
64.0,82.71185714285714
65.0,82.35354545454545
66.0,82.00263636363637
67.0,81.64722727272728
68.0,81.28131818181818
69.0,80.91609090909091
70.0,80.557
71.0,80.19790909090909
72.0,79.83457142857144
73.0,79.4707619047619
74.0,79.13747826086956
75.0,78.81182608695651
76.0,78.49542857142858
77.0,78.18828571428571
78.0,77.87418181818182
79.0,77.54963636363637
80.0,77.22336363636364
81.0,76.89018181818182
82.0,76.557
83.0,76.2060909090909
84.0,75.85518181818182
85.0,75.51154545454546
86.0,75.16972727272727
87.0,74.83336363636364
88.0,74.50063636363636
89.0,74.16576190476191
90.0,73.82766666666666
91.0,73.49799999999999
