Xres,Yres
0.0,42.4
1.0,48.04
2.0,53.67999999999999
3.0,59.31999999999999
4.0,64.96
5.0,70.6
6.0,75.52
7.0,80.44
8.0,85.36
9.0,90.28
10.0,95.2
11.0,96.10000000000001
12.0,97.0
13.0,97.9
14.0,98.8
15.0,99.7
16.0,99.58
17.0,99.46
18.0,99.34
19.0,99.22
20.0,99.1
21.0,98.64
22.0,98.17999999999999
23.0,97.72
24.0,97.25999999999999
25.0,96.8
26.0,96.3
27.0,95.8
28.0,95.3
29.0,94.8
30.0,94.3
31.0,93.8
32.0,93.3
33.0,92.8
34.0,92.3
35.0,91.8
36.0,91.3
37.0,90.8
38.0,90.3
39.0,89.8
40.0,89.3
41.0,88.82
42.0,88.34
43.0,87.86
44.0,87.38000000000001
45.0,86.9
46.0,86.42
47.0,85.94
48.0,85.46000000000001
49.0,84.98
50.0,84.5
51.0,84.0
52.0,83.5
53.0,83.0
54.0,82.5
55.0,82.0
56.0,81.52
57.0,81.03999999999999
58.0,80.56
59.0,80.08
60.0,79.6
61.0,79.14
62.0,78.67999999999999
63.0,78.22
64.0,77.75999999999999
65.0,77.3
66.0,76.8
67.0,76.3
68.0,75.8
69.0,75.3
70.0,74.8
71.0,74.36
72.0,73.92
73.0,73.47999999999999
74.0,73.03999999999999
75.0,72.6
76.0,72.14
77.0,71.67999999999999
78.0,71.22
79.0,70.75999999999999
80.0,70.3
81.0,69.88
82.0,69.46
83.0,69.04
84.0,68.62
85.0,68.2
86.0,67.76
87.0,67.32000000000001
88.0,66.88
89.0,66.44
90.0,66.0
91.0,65.62
92.0,65.24
93.0,64.86
94.0,64.47999999999999
95.0,64.1
96.0,63.739999999999995
97.0,63.379999999999995
98.0,63.019999999999996
99.0,62.66
100.0,62.3
101.0,61.919999999999995
102.0,61.54
103.0,61.16
104.0,60.78
105.0,60.4
106.0,60.04
107.0,59.68
108.0,59.32
109.0,58.96
110.0,58.6
111.0,58.22
112.0,57.84
113.0,57.46
114.0,57.080000000000005
115.0,56.7
116.0,56.36
117.0,56.02
118.0,55.68
119.0,55.34
120.0,55.0
121.0,54.66
122.0,54.32
123.0,53.98
124.0,53.64
125.0,53.3
126.0,52.98
127.0,52.66
128.0,52.34
129.0,52.02
130.0,51.7
131.0,51.42
132.0,51.14
133.0,50.86
134.0,50.58
135.0,50.3
136.0,49.98
137.0,49.66
138.0,49.34
139.0,49.02
140.0,48.7
141.0,48.400000000000006
142.0,48.1
143.0,47.800000000000004
144.0,47.5
145.0,47.2
146.0,46.92
147.0,46.64
148.0,46.36
149.0,46.08
150.0,45.8
151.0,45.519999999999996
152.0,45.239999999999995
153.0,44.96
154.0,44.68
155.0,44.4
156.0,44.12
157.0,43.839999999999996
158.0,43.56
159.0,43.28
160.0,43.0
161.0,42.74
162.0,42.480000000000004
163.0,42.22
164.0,41.96
165.0,41.7
166.0,41.440000000000005
167.0,41.18
168.0,40.92
169.0,40.66
170.0,40.4
171.0,40.16
172.0,39.92
173.0,39.68
174.0,39.440000000000005
175.0,39.2
176.0,38.96
177.0,38.72
178.0,38.480000000000004
179.0,38.24
180.0,38.0
181.0,37.8
182.0,37.6
183.0,37.4
184.0,37.2
185.0,37.0
186.0,36.78
187.0,36.56
188.0,36.339999999999996
189.0,36.12
190.0,35.9
191.0,35.699999999999996
192.0,35.5
193.0,35.3
194.0,35.1
195.0,34.9
196.0,34.68
197.0,34.46
198.0,34.239999999999995
199.0,34.019999999999996
200.0,33.8
201.0,33.599999999999994
202.0,33.4
203.0,33.199999999999996
204.0,33.0
205.0,32.8
206.0,32.599999999999994
207.0,32.4
208.0,32.2
209.0,32.0
210.0,31.8
211.0,31.62
212.0,31.44
213.0,31.259999999999998
214.0,31.08
215.0,30.9
216.0,30.7
217.0,30.5
218.0,30.299999999999997
219.0,30.099999999999998
220.0,29.9
221.0,29.74
222.0,29.58
223.0,29.42
224.0,29.26
225.0,29.1
226.0,28.92
227.0,28.740000000000002
228.0,28.56
229.0,28.38
230.0,28.2
231.0,28.02
232.0,27.84
233.0,27.66
234.0,27.48
235.0,27.3
236.0,27.14
237.0,26.98
238.0,26.82
239.0,26.66
240.0,26.5
241.0,26.34
242.0,26.18
243.0,26.02
244.0,25.86
245.0,25.7
246.0,25.58
247.0,25.46
248.0,25.34
249.0,25.220000000000002
250.0,25.1
251.0,24.94
252.0,24.78
253.0,24.62
254.0,24.46
255.0,24.3
256.0,24.16
257.0,24.02
258.0,23.880000000000003
259.0,23.740000000000002
260.0,23.6
261.0,23.46
262.0,23.32
263.0,23.18
264.0,23.04
265.0,22.9
266.0,22.759999999999998
267.0,22.619999999999997
268.0,22.48
269.0,22.34
270.0,22.2
271.0,22.08
272.0,21.96
273.0,21.84
274.0,21.720000000000002
275.0,21.6
276.0,21.48
277.0,21.36
278.0,21.240000000000002
279.0,21.12
280.0,21.0
281.0,20.88
282.0,20.759999999999998
283.0,20.64
284.0,20.52
285.0,20.4
286.0,20.279999999999998
287.0,20.16
288.0,20.04
289.0,19.92
290.0,19.8
291.0,19.68
292.0,19.56
293.0,19.44
294.0,19.32
295.0,19.2
296.0,19.099999999999998
297.0,19.0
298.0,18.9
299.0,18.8
300.0,18.7
301.0,18.58
302.0,18.46
303.0,18.34
304.0,18.220000000000002
305.0,18.1
306.0,18.02
307.0,17.94
308.0,17.86
309.0,17.78
