Xres,Yres
0.0,46.869
1.0,57.013
2.0,66.86785714285715
3.0,75.07600000000001
4.0,81.449
5.0,87.3885
6.0,90.8042
7.0,93.87466666666666
8.0,96.04299999999999
9.0,97.42433333333332
10.0,98.571
11.0,99.16922727272727
12.0,99.53240909090908
13.0,99.69921739130434
14.0,99.66965217391305
15.0,99.61218181818182
16.0,99.44309090909091
17.0,99.274
18.0,99.03399999999999
19.0,98.794
20.0,98.49909090909091
21.0,98.19045454545454
22.0,97.85372727272727
23.0,97.49827272727272
24.0,97.13499999999999
25.0,96.75999999999999
26.0,96.38536363636364
27.0,96.01218181818182
28.0,95.639
29.0,95.27672727272727
30.0,94.91445454545455
31.0,94.53654545454545
32.0,94.15472727272727
33.0,93.76963636363637
34.0,93.38236363636364
35.0,92.99854545454546
36.0,92.61990909090909
37.0,92.23738095238095
38.0,91.83928571428571
39.0,91.44295454545454
40.0,91.0625
41.0,90.68204545454546
42.0,90.28614285714286
43.0,89.8885238095238
44.0,89.50972727272728
45.0,89.13563636363637
46.0,88.76945454545455
47.0,88.40854545454545
48.0,88.03763636363635
49.0,87.65172727272727
50.0,87.27063636363637
51.0,86.90881818181818
52.0,86.547
53.0,86.167
54.0,85.787
55.0,85.41390909090909
56.0,85.04254545454546
57.0,84.68209090909092
58.0,84.3289090909091
59.0,83.97433333333333
60.0,83.61766666666666
61.0,83.26627272727272
62.0,82.92718181818182
63.0,82.58509090909091
64.0,82.216
65.0,81.8469090909091
66.0,81.4855909090909
67.0,81.12513636363636
68.0,80.75004545454544
69.0,80.36868181818181
70.0,79.9964090909091
71.0,79.63322727272728
72.0,79.271
73.0,78.911
74.0,78.5534090909091
75.0,78.2175
76.0,77.8815909090909
77.0,77.54928571428572
78.0,77.21738095238095
79.0,76.88081818181819
80.0,76.5430909090909
81.0,76.20869565217392
82.0,75.87652173913044
83.0,75.52842857142858
84.0,75.14319047619047
85.0,74.76645454545454
86.0,74.42372727272728
87.0,74.081
88.0,73.74145454545454
89.0,73.4019090909091
90.0,73.07036363636364
91.0,72.74081818181818
92.0,72.41752173913044
93.0,72.09839130434783
94.0,71.77504545454545
95.0,71.44186363636364
96.0,71.1095
97.0,70.78450000000001
98.0,70.4595
99.0,70.11895454545456
100.0,69.77668181818183
101.0,69.44236363636364
102.0,69.11145454545455
103.0,68.77486363636363
104.0,68.4325909090909
105.0,68.0974090909091
106.0,67.77877272727272
107.0,67.4617391304348
108.0,67.15913043478261
109.0,66.85652173913044
110.0,66.552
111.0,66.247
112.0,65.93572727272728
113.0,65.62027272727272
114.0,65.29863636363636
115.0,64.96772727272727
116.0,64.63763636363636
117.0,64.31081818181818
118.0,63.984
119.0,63.67008695652174
120.0,63.35617391304348
121.0,63.04627272727273
122.0,62.738090909090914
123.0,62.43081818181818
124.0,62.12445454545455
125.0,61.82678260869565
126.0,61.54939130434782
127.0,61.272
128.0,60.978818181818184
129.0,60.68563636363636
130.0,60.394636363636366
131.0,60.10418181818182
132.0,59.80909090909091
133.0,59.51090909090909
134.0,59.21547826086957
135.0,58.924173913043475
136.0,58.63245454545454
137.0,58.337
138.0,58.04154545454546
139.0,57.76508695652174
140.0,57.49073913043478
141.0,57.216545454545454
142.0,56.942454545454545
143.0,56.66426086956522
144.0,56.37991304347826
145.0,56.09468181818182
146.0,55.801500000000004
147.0,55.50831818181818
148.0,55.227782608695655
149.0,54.94865217391305
150.0,54.66954545454546
151.0,54.390454545454546
152.0,54.113181818181815
153.0,53.83863636363636
154.0,53.567521739130434
155.0,53.31013043478261
156.0,53.05273913043478
157.0,52.789727272727276
158.0,52.52609090909091
159.0,52.272000000000006
160.0,52.022
161.0,51.775999999999996
162.0,51.536
163.0,51.29409090909091
164.0,51.035
165.0,50.77590909090909
166.0,50.52304347826087
167.0,50.270869565217396
168.0,50.008545454545455
169.0,49.73945454545455
170.0,49.47869565217391
171.0,49.2304347826087
172.0,48.98163636363636
173.0,48.727999999999994
174.0,48.474363636363634
175.0,48.240434782608695
176.0,48.00869565217391
177.0,47.77878260869565
178.0,47.55008695652174
179.0,47.317181818181815
180.0,47.07445454545454
181.0,46.83234782608696
182.0,46.59582608695652
183.0,46.35930434782608
184.0,46.12
185.0,45.879999999999995
186.0,45.64159090909091
187.0,45.40477272727272
188.0,45.17273913043478
189.0,44.95186956521739
190.0,44.731
191.0,44.519695652173915
192.0,44.30839130434783
193.0,44.07954545454545
194.0,43.84318181818182
195.0,43.61195652173913
196.0,43.38586956521739
197.0,43.159695652173916
198.0,42.933173913043476
199.0,42.70665217391304
200.0,42.48130434782608
201.0,42.256086956521735
202.0,42.028
203.0,41.797999999999995
204.0,41.57704347826087
205.0,41.36965217391304
206.0,41.16347826086957
207.0,40.96826086956522
208.0,40.77304347826087
209.0,40.57747826086956
210.0,40.38182608695652
211.0,40.1815
212.0,39.976499999999994
213.0,39.77091304347826
214.0,39.56395652173913
215.0,39.357
216.0,39.156565217391304
217.0,38.95613043478261
218.0,38.75234782608696
219.0,38.54713043478261
220.0,38.344521739130435
221.0,38.14582608695652
222.0,37.947782608695654
223.0,37.75560869565217
224.0,37.563434782608695
225.0,37.373363636363635
226.0,37.18381818181818
227.0,37.0015652173913
228.0,36.82417391304348
229.0,36.646130434782606
230.0,36.466565217391306
231.0,36.287
232.0,36.10395652173913
233.0,35.920913043478265
